2021-08-19 14:03:17,627 INFO    MainThread:4320 [wandb_setup.py:_flush():70] setting env: {'mode': 'dryrun'}
2021-08-19 14:03:17,628 INFO    MainThread:4320 [wandb_setup.py:_flush():70] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2021-08-19 14:03:17,628 INFO    MainThread:4320 [wandb_init.py:_log_setup():319] Logging user logs to /tmldata1/saberika/advex-uar/advex_uar/wandb/offline-run-20210819_140303-17w0y6lt/logs/debug.log
2021-08-19 14:03:17,628 INFO    MainThread:4320 [wandb_init.py:_log_setup():320] Logging internal logs to /tmldata1/saberika/advex-uar/advex_uar/wandb/offline-run-20210819_140303-17w0y6lt/logs/debug-internal.log
2021-08-19 14:03:17,628 INFO    MainThread:4320 [wandb_init.py:init():351] calling init triggers
2021-08-19 14:03:17,628 INFO    MainThread:4320 [wandb_init.py:init():358] wandb.init called with sweep_config: {}
config: {}
2021-08-19 14:03:17,628 INFO    MainThread:4320 [wandb_init.py:init():404] starting backend
2021-08-19 14:03:17,646 INFO    MainThread:4320 [backend.py:ensure_launched():81] starting backend process...
2021-08-19 14:03:18,494 INFO    MainThread:4320 [backend.py:ensure_launched():86] started backend process with pid: 5696
2021-08-19 14:03:18,951 INFO    MainThread:4320 [wandb_init.py:init():413] backend started and connected
2021-08-19 14:03:18,953 INFO    MainThread:4320 [wandb_init.py:init():436] updated telemetry
2021-08-19 14:03:18,954 INFO    MainThread:4320 [wandb_init.py:init():495] starting run threads in backend
2021-08-19 14:03:23,955 INFO    MainThread:4320 [wandb_run.py:_console_start():1411] atexit reg
2021-08-19 14:03:24,268 INFO    MainThread:4320 [wandb_run.py:_redirect():1274] redirect: SettingsConsole.REDIRECT
2021-08-19 14:03:24,269 INFO    MainThread:4320 [wandb_run.py:_redirect():1279] Redirecting console.
2021-08-19 14:03:24,269 INFO    MainThread:4320 [redirect.py:install():213] install start
2021-08-19 14:03:24,270 INFO    MainThread:4320 [redirect.py:install():228] install stop
2021-08-19 14:03:24,270 INFO    MainThread:4320 [redirect.py:install():213] install start
2021-08-19 14:03:24,271 INFO    MainThread:4320 [redirect.py:install():228] install stop
2021-08-19 14:03:24,271 INFO    MainThread:4320 [wandb_run.py:_redirect():1325] Redirects installed.
2021-08-19 14:03:24,271 INFO    MainThread:4320 [wandb_init.py:init():518] run started, returning control to user process
2021-08-19 14:03:24,271 INFO    MainThread:4320 [wandb_config.py:__setitem__():142] config set dataset = cifar-10 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x7fae16a320d0>>
2021-08-19 14:03:24,271 INFO    MainThread:4320 [wandb_run.py:_config_callback():663] config_cb dataset cifar-10 None
2021-08-19 14:03:24,272 INFO    MainThread:4320 [wandb_config.py:__setitem__():142] config set attack = pgd_linf - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x7fae16a320d0>>
2021-08-19 14:03:24,272 INFO    MainThread:4320 [wandb_run.py:_config_callback():663] config_cb attack pgd_linf None
2021-08-19 14:03:24,272 INFO    MainThread:4320 [wandb_config.py:__setitem__():142] config set epsilon = 4.0 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x7fae16a320d0>>
2021-08-19 14:03:24,273 INFO    MainThread:4320 [wandb_run.py:_config_callback():663] config_cb epsilon 4.0 None
2021-08-19 14:03:24,273 INFO    MainThread:4320 [wandb_config.py:__setitem__():142] config set n_iters = 100 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x7fae16a320d0>>
2021-08-19 14:03:24,273 INFO    MainThread:4320 [wandb_run.py:_config_callback():663] config_cb n_iters 100 None
2021-08-19 14:03:24,273 INFO    MainThread:4320 [wandb_config.py:__setitem__():142] config set step_size = 0.3 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x7fae16a320d0>>
2021-08-19 14:03:24,274 INFO    MainThread:4320 [wandb_run.py:_config_callback():663] config_cb step_size 0.3 None
2021-08-19 14:03:24,275 INFO    MainThread:4320 [wandb_config.py:__setitem__():142] config set ckpt_path = models/cifar_frank_eps-0.001_epoch-30.pth - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x7fae16a320d0>>
2021-08-19 14:03:24,275 INFO    MainThread:4320 [wandb_run.py:_config_callback():663] config_cb ckpt_path models/cifar_frank_eps-0.001_epoch-30.pth None
2021-08-19 14:03:24,275 INFO    MainThread:4320 [wandb_config.py:__setitem__():142] config set use_wandb = True - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x7fae16a320d0>>
2021-08-19 14:03:24,275 INFO    MainThread:4320 [wandb_run.py:_config_callback():663] config_cb use_wandb True None
2021-08-19 14:03:24,276 INFO    MainThread:4320 [wandb_config.py:__setitem__():142] config set wandb_project = None - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x7fae16a320d0>>
2021-08-19 14:03:24,276 INFO    MainThread:4320 [wandb_run.py:_config_callback():663] config_cb wandb_project None None
